YEAR,TEAM,BPI
2015,Duquesne,-2.0
2015,Denver,-2.0
2015,Boston University,-2.0
2015,East Carolina,-2.0
2015,Washington St.,-2.1
2015,St Francis PA,-2.3
2015,South Dakota St.,-2.3
2015,Mount St. Mary's,-2.4
2015,Holy Cross,-2.4
2015,Houston,-2.4
2015,Texas St.,-2.4
2015,Missouri,-2.4
2015,Fordham,-2.4
2015,Elon,-2.5
2015,Incarnate Word,-2.6
2015,Army,-2.6
2015,Fresno St.,-2.7
2015,Gardner Webb,-2.8
2015,SIUE,-2.8
2015,Tennessee Tech,-2.9
2015,Texas A&M CC,-2.9
2015,USC,-2.9
2015,MD-Eastern,-2.9
2015,Texas Southern,-3.0
2015,UNC Asheville,-3.0
2015,S Illinois,-3.1
2015,Idaho,-3.1
2015,Bryant,-3.2
2015,Towson,-3.3
2015,Hawaii,-3.4
2015,E Illinois,-3.4
2015,Northern Colorado,-3.5
2015,Miami FL OH,-3.5
2015,Siena,-3.6
2015,W Carolina,-3.7
2015,Southeast Missouri St.,-3.7
2015,Drexel,-3.8
2015,Arkansas Little Rock,-3.8
2015,Cal St. Bakersfield,-3.8
2015,Hampton,-3.8
2015,VMI,-3.8
2015,UTSA,-3.9
2015,Weber St.,-3.9
2015,UC Riverside,-4.0
2015,Wright St.,-4.1
2015,Northwestern St.,-4.2
2015,Ohio,-4.2
2015,Sacred Heart,-4.2
2015,Ball St.,-4.2
2015,Alabama St.,-4.3
2015,Rice,-4.4
2015,Howard,-4.6
2015,Brown,-4.7
2015,Hartford,-4.7
2015,Missouri St.,-4.7
2015,Navy,-4.7
2015,Santa Clara,-4.8
2015,Milwaukee,-4.9
2015,Omaha,-4.9
2015,Portland St.,-5.0
2015,Grand Canyon,-5.0
2015,Bradley,-5.0
2015,Seattle U,-5.2
2015,Kansas City,-5.2
2015,Saint Louis,-5.4
2015,UCF,-5.4
2015,FIU,-5.4
2015,Delaware,-5.4
2015,College of Charleston,-5.6
2015,North Texas,-5.6
2015,Pacific,-5.6
2015,UNC Greensboro,-5.7
2015,Southern,-5.9
2015,Florida Atlantic,-5.9
2015,Lamar,-6.0
2015,South Florida,-6.1
2015,Youngstown St.,-6.1
2015,LIU Brooklyn,-6.3
2015,Fairfield,-6.3
2015,Southern Utah,-6.3
2015,Cal St. Northridge,-6.3
2015,Hou Christian,-6.5
2015,Drake,-6.6
2015,Lipscomb,-6.7
2015,LMU,-6.7
2015,Appalachian St.,-6.8
2015,Penn,-6.8
2015,IUPUI,-6.8
2015,Samford,-6.8
2015,Delaware St.,-6.9
2015,Prairie View A&M,-6.9
2015,UMass Lowell,-7.0
2015,Marshall,-7.0
2015,Arkansas St.,-7.0
2015,Wagner,-7.1
2015,Campbell,-7.1
2015,South Alabama,-7.2
2015,Troy,-7.4
2015,UIC,-7.4
2015,Marist,-7.5
2015,SE Louisiana,-7.6
2015,Jackson St.,-7.6
2015,Loyola MD,-7.8
2015,Idaho St.,-7.8
2015,North Dakota,-7.9
2015,Niagara,-8.0
2015,New Orleans,-8.1
2015,Cal St. Fullerton,-8.1
2015,McNeese,-8.3
2015,Furman,-8.4
2015,Utah Valley,-8.6
2015,Nevada,-8.6
2015,Fairleigh Dickinson,-8.8
2015,J'Ville St.,-8.8
2015,Montana St.,-9.0
2015,Austin Peay,-9.1
2015,Longwood,-9.3
2015,The Citadel,-9.7
2015,Southern Miss,-9.7
2015,Bethune,-10.2
2015,W Illinois,-10.7
2015,Chicago St.,-10.7
2015,Coppin St.,-10.9
2015,Liberty,-11.0
2015,Abilene Christian,-11.1
2015,UT Rio Grande,-11.1
2015,Binghamton,-11.2
2015,Nicholls,-11.4
2015,Morgan St.,-11.8
2015,Arkansas Pine Bluff,-11.8
2015,UMBC,-12.0
2015,Stetson,-12.0
2015,North Carolina A&T,-12.1
2015,Presbyterian,-12.1
2015,SC St.,-12.5
2015,Tennessee St.,-12.5
2015,Alabama A&M,-12.6
2015,Kennesaw St.,-12.7
2015,Jacksonville St.,-12.7
2015,Connecticut,-13.0
2015,Maine,-13.0
2015,Savannah St.,-13.8
2015,San José St.,-15.2
2015,Alcorn St.,-15.9
2015,C Arkansas,-17.2
2015,Mississippi Valley St.,-17.3
2015,Florida A&M,-19.0
2015,Grambling,-23.6
2016,Villanova,19.9
2016,North Carolina,18.7
2016,Michigan St.,18.6
2016,Virginia,18.6
2016,Kansas,18.5
2016,Louisville,17.1
2016,West Virginia,16.5
2016,Kentucky,16.2
2016,Purdue,15.9
2016,Indiana,15.8
2016,Duke,15.6
2016,SMU,15.0
2016,Oklahoma,14.9
2016,Arizona,14.8
2016,Wichita St.,14.4
2016,Xavier,14.1
2016,Vanderbilt,13.6
2016,UConn,13.5
2016,Miami FL,13.5
2016,Maryland,13.3
2016,Texas A&M,13.0
2016,Oregon,13.0
2016,Cincinnati,13.0
2016,Iowa,12.9
2016,Iowa St.,12.8
2016,Gonzaga,12.5
2016,Pittsburgh,12.3
2016,Butler,12.1
2016,Baylor,11.8
2016,California,11.8
2016,Notre Dame,11.0
2016,Syracuse,11.0
2016,Seton Hall,11.0
2016,Valparaiso,10.7
2016,VCU,10.6
2016,Yale,10.5
2016,Michigan,10.4
2016,Florida,10.1
2016,Saint Mary's,10.1
2016,Utah,10.1
2016,Creighton,9.8
2016,Wisconsin,9.8
2016,George Washington,9.7
2016,Clemson,9.7
2016,Texas,9.6
2016,Stephen F. Austin,9.5
2016,Florida St.,9.4
2016,BYU,9.0
2016,Dayton,9.0
2016,Princeton,8.7
2016,Saint Joseph's,8.7
2016,Colorado,8.7
2016,South Carolina,8.6
2016,Georgia Tech,8.5
2016,Stony Brook,8.1
2016,Arkansas Little Rock,8.1
2016,Texas Tech,7.9
2016,Houston,7.6
2016,Memphis,7.6
2016,San Diego St.,7.5
2016,Arkansas,7.4
2016,Providence,7.4
2016,Kansas St.,7.4
2016,Northwestern,7.3
2016,USC,7.3
2016,Boise St.,7.2
2016,Georgetown,7.2
2016,Tulsa,7.1
2016,North Carolina St.,7.1
2016,Virginia Tech,6.9
2016,Oregon St.,6.8
2016,UC Santa Barbara,6.7
2016,Oakland,6.5
2016,Ohio St.,6.4
2016,Rhode Island,6.3
2016,Akron,6.3
2016,S Dakota St.,6.3
2016,Georgia,6.2
2016,Northern Iowa,6.0
2016,Temple,5.9
2016,LSU,5.8
2016,Ole Miss,5.8
2016,UT Arlington,5.7
2016,Monmouth,5.7
2016,Mississippi St.,5.5
2016,St. Bonaventure,5.5
2016,UC Irvine,5.4
2016,UCLA,5.3
2016,Nebraska,5.1
2016,Evansville,5.0
2016,Richmond,5.0
2016,Washington,4.9
2016,James Madison,4.8
2016,Albany,4.8
2016,UNLV,4.8
2016,William & Mary,4.8
2016,Tennessee,4.6
2016,UAB,4.6
2016,Alabama,4.5
2016,Oklahoma St.,4.5
2016,Marquette,4.5
2016,Louisiana Lafayette,4.4
2016,UNC Wilmington,4.3
2016,Hofstra,4.2
2016,Columbia,4.2
2016,Iona,4.2
2016,Chattanooga,4.2
2016,New Mexico,4.1
2016,Davidson,3.9
2016,Old Dominion,3.6
2016,Milwaukee,3.6
2016,Siena,3.6
2016,New Mexico St.,3.3
2016,Arizona St.,3.3
2016,Long Beach St.,3.2
2016,Wake Forest,3.2
2016,Hawaii,2.9
2016,Toledo,2.8
2016,Belmont,2.8
2016,Weber St.,2.8
2016,UNC Asheville,2.7
2016,Illinois,2.6
2016,Fresno St.,2.5
2016,UL Monroe,2.4
2016,College of Charleston,2.3
2016,Cal St. Bakersfield,2.2
2016,Stanford,2.2
2016,Fordham,2.1
2016,Vermont,2.1
2016,Nevada,2.0
2016,Northeastern,2.0
2016,Colorado St.,2.0
2016,S Illinois,1.9
2016,Buffalo,1.8
2016,Illinois St.,1.8
2016,Ohio,1.8
2016,Purdue FW,1.8
2016,High Point,1.6
2016,Louisiana Tech,1.5
2016,C Michigan,1.4
2016,TCU,1.3
2016,Green Bay,1.3
2016,Coastal Carolina,1.3
2016,Grand Canyon,1.3
2016,Morehead St.,1.3
2016,Middle Tennessee,1.3
2016,Utah St.,1.2
2016,North Dakota St.,1.1
2016,Bucknell,1.1
2016,Duquesne,0.9
2016,Penn St.,0.9
2016,Towson,0.9
2016,Furman,0.9
2016,Montana,0.8
2016,Murray St.,0.8
2016,Pepperdine,0.8
2016,Wright St.,0.8
2016,Marshall,0.5
2016,Wyoming,0.5
2016,Ball St.,0.5
2016,Harvard,0.5
2016,East Tennessee St.,0.5
2016,Omaha,0.2
2016,N Illinois,0.2
2016,Missouri,0.1
2016,E Michigan,0.0
2016,Kent St.,0.0
2016,Winthrop,-0.1
2016,Texas Southern,-0.1
2016,Lehigh,-0.2
2016,Massachusetts,-0.3
2016,North Florida,-0.3
2016,UCF,-0.5
2016,Elon,-0.5
2016,Detroit,-0.7
2016,Eastern Washington,-0.7
2016,Tennessee St.,-0.8
2016,Georgia St.,-0.8
2016,Mercer,-0.8
2016,Auburn,-0.9
2016,Minnesota,-1.0
2016,Florida Gulf Coast,-1.0
2016,Western Kentucky,-1.0
2016,Indiana St.,-1.0
2016,Denver,-1.0
2016,Wofford,-1.1
2016,GA Southern,-1.2
2016,Tennessee Tech,-1.2
2016,Texas St.,-1.2
2016,Oral Roberts,-1.3
2016,Navy,-1.4
2016,DePaul,-1.5
2016,Texas A&M CC,-1.6
2016,Fairfield,-1.6
2016,Cal Poly,-1.7
2016,Western Michigan,-1.7
2016,Dartmouth,-1.7
2016,East Carolina,-1.8
2016,Loyola Chicago,-1.8
2016,Wagner,-1.8
2016,NJIT,-1.8
2016,UTEP,-2.2
2016,Charlotte,-2.3
2016,Army,-2.3
2016,Saint Peter's,-2.3
2016,Washington St.,-2.3
2016,Eastern Kentucky,-2.3
2016,UT Martin,-2.4
2016,George Mason,-2.4
2016,Rider,-2.4
2016,Pacific,-2.4
2016,Sam Houston St.,-2.4
2016,Radford,-2.6
2016,W Carolina,-2.6
2016,Boston University,-2.6
2016,New Hampshire,-2.7
2016,Canisius,-2.8
2016,Tulane,-2.8
2016,Idaho,-2.8
2016,UC Riverside,-2.9
2016,Portland,-3.0
2016,San Francisco,-3.0
2016,W Illinois,-3.1
2016,Gardner Webb,-3.1
2016,South Dakota St.,-3.2
2016,Austin Peay,-3.3
2016,North Dakota,-3.4
2016,Southern,-3.4
2016,Saint Louis,-3.5
2016,FIU,-3.7
2016,St. John's,-3.8
2016,Santa Clara,-3.9
2016,LMU,-4.0
2016,Samford,-4.0
2016,Manhattan,-4.0
2016,Jackson St.,-4.0
2016,Arkansas St.,-4.2
2016,South Florida,-4.2
2016,Bowling Green,-4.3
2016,Penn,-4.4
2016,Cal St. Fullerton,-4.4
2016,UNC Greensboro,-4.5
2016,Colgate,-4.5
2016,Northern Kentucky,-4.6
2016,Incarnate Word,-4.6
2016,Boston College,-4.7
2016,IUPUI,-4.7
2016,Montana St.,-4.7
2016,Drake,-4.7
2016,Norfolk St.,-4.8
2016,Hou Christian,-4.8
2016,Air Force,-4.8
2016,Mount St. Mary's,-4.8
2016,Brown,-4.9
2016,South Alabama,-5.0
2016,Missouri St.,-5.2
2016,Drexel,-5.2
2016,Miami FL OH,-5.3
2016,Portland St.,-5.3
2016,UC Davis,-5.3
2016,E Illinois,-5.3
2016,Cal St. Northridge,-5.6
2016,Appalachian St.,-5.7
2016,Hampton,-5.7
2016,Campbell,-5.7
2016,Lipscomb,-5.8
2016,Loyola MD,-5.8
2016,Sacramento St.,-6.0
2016,St Francis BK,-6.1
2016,Cornell,-6.2
2016,Kansas City,-6.3
2016,SC St.,-6.4
2016,Jacksonville St.,-6.5
2016,LIU Brooklyn,-6.5
2016,Charleston So,-6.6
2016,Cleveland St.,-6.6
2016,La Salle,-6.7
2016,Fairleigh Dickinson,-6.7
2016,Utah Valley,-6.8
2016,Idaho St.,-6.8
2016,Stetson,-6.8
2016,Youngstown St.,-6.9
2016,Kennesaw St.,-7.0
2016,San José St.,-7.0
2016,Quinnipiac,-7.0
2016,Longwood,-7.2
2016,St Francis PA,-7.3
2016,Troy,-7.3
2016,Robert Morris,-7.4
2016,Sacred Heart,-7.6
2016,Delaware,-7.6
2016,Rutgers,-7.7
2016,Liberty,-7.7
2016,Marist,-7.7
2016,Holy Cross,-7.7
2016,North Carolina Central,-7.8
2016,J'Ville St.,-7.8
2016,American,-7.9
2016,Niagara,-7.9
2016,Bethune,-7.9
2016,Abilene Christian,-8.0
2016,Alabama St.,-8.0
2016,New Orleans,-8.1
2016,Rice,-8.1
2016,Seattle U,-8.1
2016,North Texas,-8.1
2016,San Diego,-8.1
2016,SIUE,-8.2
2016,Alabama A&M,-8.4
2016,Florida Atlantic,-8.6
2016,UMass Lowell,-8.6
2016,The Citadel,-8.6
2016,VMI,-8.8
2016,SE Louisiana,-9.0
2016,Northern Colorado,-9.0
2016,Morgan St.,-9.2
2016,C Arkansas,-9.3
2016,Binghamton,-9.3
2016,Lamar,-9.4
2016,Hartford,-9.4
2016,MD-Eastern,-9.7
2016,Presbyterian,-9.7
2016,Southern Miss,-9.8
2016,UMBC,-9.9
2016,Lafayette,-9.9
2016,SC Upstate,-9.9
2016,Alcorn St.,-10.0
2016,Howard,-10.2
2016,UIC,-10.9
2016,Bradley,-10.9
2016,Northwestern St.,-11.0
2016,N Arizona,-11.4
2016,Maine,-11.5
2016,Prairie View A&M,-11.7
2016,McNeese,-11.7
2016,Southeast Missouri St.,-11.7
2016,Savannah St.,-11.7
2016,Southern Utah,-12.0
2016,Coppin St.,-12.1
2016,Nicholls,-12.3
2016,North Carolina A&T,-12.6
2016,Grambling,-12.7
2016,UTSA,-13.0
2016,Chicago St.,-13.2
2016,Bryant,-13.3
2016,Arkansas Pine Bluff,-13.6
2016,Mississippi Valley St.,-13.8
2016,Delaware St.,-15.1
2016,UT Rio Grande,-15.5
2016,Florida A&M,-15.8
2016,Connecticut,-16.0
2017,Gonzaga,20.4
2017,Villanova,20.3
2017,North Carolina,19.4
2017,Kansas,18.4
2017,Florida,18.1
2017,Louisville,17.8
2017,Duke,17.7
2017,West Virginia,17.6
2017,Kentucky,17.5
2017,Oregon,17.4
2017,Virginia,17.2
2017,UCLA,16.8
2017,Saint Mary's,16.6
2017,Purdue,16.1
2017,Wichita St.,15.7
2017,Michigan,15.6
2017,SMU,15.5
2017,Baylor,15.1
2017,Wisconsin,15.0
2017,Cincinnati,14.8
2017,Iowa St.,14.7
2017,Arizona,14.7
2017,Notre Dame,13.9
2017,Florida St.,13.9
2017,Butler,13.3
2017,Oklahoma St.,12.4
2017,Creighton,12.0
2017,South Carolina,11.4
2017,Marquette,10.8
2017,Wake Forest,10.7
2017,Miami FL,10.7
2017,Indiana,10.6
2017,Xavier,10.4
2017,Rhode Island,10.4
2017,Syracuse,10.4
2017,Dayton,10.2
2017,Kansas St.,10.2
2017,Vanderbilt,10.2
2017,Clemson,10.0
2017,Texas Tech,9.9
2017,Minnesota,9.8
2017,VCU,9.7
2017,Michigan St.,9.7
2017,TCU,9.7
2017,Arkansas,9.6
2017,Middle Tennessee,9.5
2017,Northwestern,9.4
2017,Houston,9.2
2017,Nevada,9.0
2017,Vermont,9.0
2017,Maryland,8.9
2017,Virginia Tech,8.8
2017,Seton Hall,8.4
2017,Princeton,8.3
2017,Providence,8.3
2017,California,8.1
2017,USC,7.8
2017,Alabama,7.8
2017,Utah,7.7
2017,UNC Wilmington,7.6
2017,Georgetown,7.2
2017,Tennessee,7.2
2017,Illinois,7.2
2017,Illinois St.,7.2
2017,UCF,7.0
2017,Ohio St.,6.9
2017,UT Arlington,6.7
2017,Georgia,6.5
2017,Oklahoma,6.4
2017,Texas,6.4
2017,Pittsburgh,6.2
2017,Belmont,6.2
2017,Texas A&M,6.1
2017,Davidson,6.1
2017,Ole Miss,6.1
2017,East Tennessee St.,6.1
2017,Monmouth,5.7
2017,Florida Gulf Coast,5.4
2017,Iowa,5.4
2017,BYU,5.4
2017,Bucknell,5.2
2017,Auburn,5.2
2017,St. Bonaventure,5.1
2017,Akron,5.0
2017,San Diego St.,4.9
2017,Georgia Tech,4.9
2017,North Carolina St.,4.8
2017,Penn St.,4.5
2017,Louisiana Tech,4.5
2017,Ohio,4.5
2017,UConn,4.5
2017,Colorado,4.4
2017,College of Charleston,4.4
2017,UNC Asheville,4.3
2017,Furman,4.2
2017,Richmond,4.2
2017,Saint Peter's,4.0
2017,Loyola Chicago,3.9
2017,Mississippi St.,3.9
2017,New Mexico St.,3.9
2017,Oakland,3.8
2017,St. John's,3.8
2017,Boise St.,3.7
2017,Winthrop,3.7
2017,Harvard,3.5
2017,Chattanooga,3.5
2017,Cal St. Bakersfield,3.4
2017,Fresno St.,3.3
2017,Valparaiso,3.2
2017,Temple,2.9
2017,Towson,2.9
2017,Lehigh,2.9
2017,Toledo,2.9
2017,Louisiana Lafayette,2.8
2017,Albany,2.8
2017,Memphis,2.7
2017,William & Mary,2.6
2017,Santa Clara,2.6
2017,San Francisco,2.5
2017,Nebraska,2.5
2017,Purdue FW,2.5
2017,Old Dominion,2.2
2017,UC Irvine,2.2
2017,Buffalo,2.1
2017,Stanford,2.1
2017,UNC Greensboro,2.1
2017,Missouri St.,2.0
2017,Troy,2.0
2017,Arkansas St.,1.9
2017,New Mexico,1.9
2017,Colorado St.,1.9
2017,E Michigan,1.8
2017,La Salle,1.7
2017,Georgia St.,1.7
2017,Weber St.,1.6
2017,Yale,1.6
2017,Lipscomb,1.5
2017,George Mason,1.5
2017,Rutgers,1.5
2017,Kent St.,1.4
2017,Mercer,1.4
2017,North Dakota,1.4
2017,North Carolina Central,1.3
2017,Gardner Webb,1.3
2017,Iona,1.2
2017,Elon,1.2
2017,George Washington,1.1
2017,Siena,1.1
2017,Wofford,1.1
2017,Penn,1.0
2017,Northeastern,1.0
2017,Massachusetts,1.0
2017,GA Southern,0.7
2017,Wright St.,0.7
2017,Ball St.,0.7
2017,Marshall,0.6
2017,North Dakota St.,0.6
2017,Boston College,0.5
2017,South Dakota St.,0.3
2017,Tulsa,0.2
2017,Western Michigan,0.2
2017,Utah St.,0.1
2017,UAB,0.1
2017,Rice,0.0
2017,Arizona St.,0.0
2017,New Hampshire,-0.1
2017,Evansville,-0.2
2017,LMU,-0.2
2017,Northern Iowa,-0.2
2017,Northern Kentucky,-0.2
2017,J'Ville St.,-0.2
2017,Missouri,-0.2
2017,Green Bay,-0.2
2017,Omaha,-0.3
2017,Saint Joseph's,-0.3
2017,Hofstra,-0.4
2017,Samford,-0.4
2017,S Illinois,-0.5
2017,Boston University,-0.6
2017,Canisius,-0.7
2017,Eastern Washington,-0.7
2017,Tennessee St.,-0.8
2017,Hawaii,-0.8
2017,Washington,-0.9
2017,Texas Southern,-0.9
2017,Texas St.,-0.9
2017,DePaul,-1.0
2017,S Dakota St.,-1.0
2017,East Carolina,-1.0
2017,Wyoming,-1.1
2017,LSU,-1.1
2017,Indiana St.,-1.2
2017,UMBC,-1.3
2017,Montana,-1.3
2017,Utah Valley,-1.4
2017,Morehead St.,-1.5
2017,Murray St.,-1.5
2017,C Michigan,-1.6
2017,IUPUI,-1.6
2017,N Illinois,-1.6
2017,Fairfield,-1.7
2017,Portland St.,-1.8
2017,Grand Canyon,-1.9
2017,Denver,-1.9
2017,Mount St. Mary's,-1.9
2017,Liberty,-1.9
2017,Stony Brook,-1.9
2017,Long Beach St.,-2.0
2017,Idaho,-2.1
2017,Rider,-2.1
2017,New Orleans,-2.4
2017,Columbia,-2.4
2017,E Illinois,-2.4
2017,Navy,-2.4
2017,Fordham,-2.5
2017,Texas A&M CC,-2.6
2017,Wagner,-2.7
2017,Coastal Carolina,-2.8
2017,Arkansas Little Rock,-2.8
2017,Holy Cross,-2.9
2017,UC Davis,-2.9
2017,Western Kentucky,-2.9
2017,North Florida,-3.1
2017,San José St.,-3.1
2017,Washington St.,-3.1
2017,UT Martin,-3.2
2017,Sam Houston St.,-3.3
2017,Lamar,-3.4
2017,Duquesne,-3.4
2017,South Alabama,-3.5
2017,Drexel,-3.6
2017,SE Louisiana,-3.6
2017,Pacific,-3.6
2017,James Madison,-3.6
2017,SC Upstate,-3.7
2017,UTEP,-3.8
2017,LIU Brooklyn,-4.1
2017,St Francis PA,-4.1
2017,UNLV,-4.1
2017,Charlotte,-4.1
2017,Bradley,-4.2
2017,Oral Roberts,-4.3
2017,Hou Christian,-4.3
2017,Bowling Green,-4.4
2017,UIC,-4.4
2017,Tennessee Tech,-4.4
2017,Fairleigh Dickinson,-4.4
2017,Cleveland St.,-4.5
2017,Jacksonville St.,-4.5
2017,Montana St.,-4.5
2017,Appalachian St.,-4.6
2017,NJIT,-4.7
2017,Army,-4.7
2017,Cal St. Fullerton,-4.8
2017,Loyola MD,-4.9
2017,Tulane,-4.9
2017,Kansas City,-5.0
2017,Southeast Missouri St.,-5.0
2017,UL Monroe,-5.0
2017,High Point,-5.1
2017,Kennesaw St.,-5.2
2017,Stephen F. Austin,-5.2
2017,Campbell,-5.3
2017,Robert Morris,-5.3
2017,Cornell,-5.3
2017,Air Force,-5.4
2017,Brown,-5.5
2017,Cal St. Northridge,-5.5
2017,Portland,-5.7
2017,Eastern Kentucky,-5.7
2017,Niagara,-5.8
2017,Colgate,-5.8
2017,Northern Colorado,-5.9
2017,San Diego,-5.9
2017,UMass Lowell,-6.0
2017,Sacramento St.,-6.1
2017,Oregon St.,-6.2
2017,Bryant,-6.2
2017,Miami FL OH,-6.2
2017,Manhattan,-6.2
2017,Quinnipiac,-6.2
2017,Charleston So,-6.3
2017,FIU,-6.4
2017,UTSA,-6.4
2017,Drake,-6.5
2017,Milwaukee,-6.6
2017,Saint Louis,-6.8
2017,Alcorn St.,-6.9
2017,Youngstown St.,-6.9
2017,Florida Atlantic,-6.9
2017,W Illinois,-7.0
2017,Detroit,-7.1
2017,The Citadel,-7.1
2017,Seattle U,-7.1
2017,Dartmouth,-7.2
2017,Radford,-7.2
2017,Binghamton,-7.2
2017,South Florida,-7.3
2017,UC Riverside,-7.4
2017,Norfolk St.,-7.5
2017,Delaware,-7.6
2017,Sacred Heart,-7.6
2017,Austin Peay,-7.8
2017,American,-8.0
2017,Marist,-8.0
2017,Prairie View A&M,-8.2
2017,Northwestern St.,-8.3
2017,Stetson,-8.4
2017,Pepperdine,-8.5
2017,Hampton,-8.7
2017,Cal Poly,-8.7
2017,Abilene Christian,-8.8
2017,North Texas,-8.9
2017,Southern,-9.1
2017,UT Rio Grande,-9.3
2017,UC Santa Barbara,-9.4
2017,Jackson St.,-9.5
2017,Incarnate Word,-9.5
2017,C Arkansas,-9.5
2017,MD-Eastern,-9.6
2017,Nicholls,-9.7
2017,Grambling,-10.3
2017,Savannah St.,-10.3
2017,Morgan St.,-10.4
2017,VMI,-10.4
2017,SIUE,-10.4
2017,Southern Utah,-10.5
2017,Idaho St.,-10.8
2017,Southern Miss,-10.9
2017,Lafayette,-10.9
2017,Hartford,-11.1
2017,N Arizona,-11.1
2017,Maine,-11.2
2017,W Carolina,-11.4
2017,McNeese,-11.7
2017,Alabama St.,-11.9
2017,Delaware St.,-12.1
2017,Howard,-12.8
2017,Connecticut,-13.3
2017,Mississippi Valley St.,-13.6
2017,Bethune,-13.8
2017,SC St.,-14.1
2017,Chicago St.,-14.3
2017,St Francis BK,-14.4
2017,Florida A&M,-14.9
2017,Longwood,-15.0
2017,Arkansas Pine Bluff,-15.5
2017,Coppin St.,-16.9
2017,Presbyterian,-17.3
2017,North Carolina A&T,-17.6
2017,Alabama A&M,-19.2
2018,Villanova,22.8
2018,Virginia,20.2
2018,Duke,19.8
2018,Purdue,19.0
2018,Cincinnati,18.5
2018,Michigan St.,17.8
2018,Kansas,16.5
2018,North Carolina,16.1
2018,West Virginia,15.8
2018,Gonzaga,15.4
2018,Texas Tech,15.1
2018,Michigan,15.1
2018,Xavier,14.7
2018,Tennessee,14.4
2018,Wichita St.,14.2
2018,Clemson,14.0
2018,Ohio St.,13.8
2018,Houston,13.4
2018,Kentucky,12.9
2018,Penn St.,12.6
2018,Butler,12.4
2018,TCU,12.3
2018,Auburn,12.2
2018,Creighton,12.2
2018,Florida,12.1
2018,Arizona,11.9
2018,Seton Hall,11.7
2018,Saint Mary's,11.6
2018,Florida St.,11.5
2018,Virginia Tech,11.2
2018,Nevada,11.2
2018,Texas A&M,10.8
2018,Davidson,10.7
2018,Louisville,10.6
2018,Miami FL,10.6
2018,Rhode Island,10.5
2018,Notre Dame,10.4
2018,Baylor,10.4
2018,Maryland,10.2
2018,Texas,10.0
2018,Arkansas,10.0
2018,Middle Tennessee,9.7
2018,Loyola Chicago,9.6
2018,Oklahoma,9.4
2018,Syracuse,9.4
2018,Arizona St.,9.2
2018,Kansas St.,9.2
2018,North Carolina St.,9.2
2018,Missouri,9.1
2018,Marquette,9.0
2018,USC,8.9
2018,Western Kentucky,8.8
2018,San Diego St.,8.8
2018,Alabama,8.6
2018,Louisiana Lafayette,8.6
2018,UCLA,8.1
2018,Boise St.,8.1
2018,Mississippi St.,8.0
2018,Old Dominion,8.0
2018,St. Bonaventure,8.0
2018,Oklahoma St.,7.9
2018,Providence,7.7
2018,Murray St.,7.6
2018,Nebraska,7.6
2018,Wisconsin,7.5
2018,Vermont,7.4
2018,LSU,7.2
2018,Utah,7.2
2018,Furman,7.0
2018,New Mexico St.,6.9
2018,SMU,6.9
2018,Oregon,6.9
2018,South Dakota St.,6.8
2018,Northwestern,6.8
2018,Northern Kentucky,6.7
2018,Buffalo,6.7
2018,Georgia,6.7
2018,Indiana,6.6
2018,Belmont,6.5
2018,Boston College,6.4
2018,Bucknell,6.4
2018,BYU,6.3
2018,St. John's,6.3
2018,Fresno St.,6.2
2018,UNC Greensboro,6.1
2018,Temple,6.0
2018,S Dakota St.,5.9
2018,East Tennessee St.,5.9
2018,Vanderbilt,5.8
2018,Iowa,5.8
2018,South Carolina,5.7
2018,Utah Valley,5.4
2018,Wake Forest,5.3
2018,Northeastern,5.0
2018,Iowa St.,4.6
2018,Stanford,4.5
2018,Illinois,4.5
2018,UNLV,4.5
2018,Georgia St.,4.4
2018,Penn,4.2
2018,Georgetown,4.1
2018,UCF,4.0
2018,Minnesota,3.9
2018,Ole Miss,3.9
2018,UAB,3.8
2018,New Mexico,3.7
2018,Montana,3.7
2018,DePaul,3.7
2018,Washington,3.6
2018,Stephen F. Austin,3.5
2018,Tulsa,3.5
2018,Florida Gulf Coast,3.5
2018,Oregon St.,3.3
2018,College of Charleston,3.3
2018,Grand Canyon,3.2
2018,Iona,3.1
2018,Marshall,3.1
2018,Missouri St.,3.0
2018,Mercer,2.9
2018,Toledo,2.8
2018,UT Arlington,2.7
2018,Saint Joseph's,2.7
2018,Northern Colorado,2.7
2018,Georgia Tech,2.7
2018,VCU,2.6
2018,Rutgers,2.5
2018,GA Southern,2.5
2018,J'Ville St.,2.4
2018,Canisius,2.3
2018,Liberty,2.1
2018,Northern Iowa,2.1
2018,Towson,2.1
2018,Albany,1.9
2018,Bradley,1.8
2018,Louisiana Tech,1.8
2018,Wright St.,1.7
2018,Winthrop,1.7
2018,Rider,1.6
2018,San Diego,1.5
2018,La Salle,1.4
2018,Harvard,1.4
2018,Wofford,1.4
2018,Saint Louis,1.3
2018,UC Santa Barbara,1.2
2018,Portland St.,1.2
2018,Colorado,1.2
2018,Hofstra,1.2
2018,Idaho,1.2
2018,UC Irvine,1.1
2018,Wyoming,1.1
2018,Valparaiso,1.0
2018,Weber St.,1.0
2018,Utah St.,1.0
2018,William & Mary,1.0
2018,Oakland,1.0
2018,UMBC,0.7
2018,S Illinois,0.6
2018,Eastern Washington,0.6
2018,Illinois St.,0.5
2018,Memphis,0.5
2018,UC Davis,0.5
2018,Purdue FW,0.2
2018,Dayton,0.2
2018,Evansville,0.1
2018,Yale,0.1
2018,Troy,0.1
